companyID,companyAbbreviation,companyName,Industry,companySize,url,date_scrape
94,"Brandywine Global Investment Management","Brandywine Global Investment Management",NULL,"201-500 employees",https://www.linkedin.com/company/brandywine-global-investment-management,"2021-03-24 13:19:00"
95,"William Blair","William Blair","Investment Banking
Asset Management
Equity Research
Private Wealth Management
Institutional Sales & Trading
Investment Management
and Institutional Investment Management","1,001-5,000 employees",https://www.linkedin.com/company/william-blair-&-company,"2021-03-24 13:21:00"
96,"Newton Investment Management","Newton Investment Management","Investment management
Absolute-return investing
Equities investing
Global bonds
Multi-asset investing
and Fixed Income","201-500 employees",https://www.linkedin.com/company/newton-investment-management,"2021-03-24 13:23:00"
97,"DNB Asset Management","DNB Asset Management","equity funds
high yield
aksjefond
rentefond
kombinasjonsfond
miljøfond
ESG
diskresjonær forvaltning
hedgefond
forvaltning
fond
funds
asset management
fondssparing
investment management
and fondsselskap","51-200 employees",https://www.linkedin.com/company/dnb-nor-asset-management,"2021-03-24 13:24:00"
98,"Kempen Capital Management","Kempen Capital Management",NULL,"201-500 employees",https://www.linkedin.com/company/kempen-capital-management,"2021-03-24 13:25:00"
99,"ODDO BHF ASSET MANAGEMENT SAS","ODDO BHF ASSET MANAGEMENT SAS",NULL,"51-200 employees",https://www.linkedin.com/company/oddo-bhf-asset-management-sas,"2021-03-24 13:26:00"
100,Handelsbanken,Handelsbanken,NULL,"10,001+ employees",https://www.linkedin.com/company/handelsbanken,"2021-03-24 13:27:00"
101,GMO,GMO,NULL,"201-500 employees",https://www.linkedin.com/company/gmo,"2021-03-24 13:29:00"
102,Ashmore,Ashmore,NULL,"201-500 employees",https://www.linkedin.com/company/ashmore,"2021-03-24 13:30:00"
103,"CVC Capital Partners","CVC Capital Partners","Private Equity","501-1,000 employees",https://www.linkedin.com/company/cvc-capital-partners,"2021-03-24 13:30:00"
104,"CARMIGNAC GESTION LUXEMBOURG","CARMIGNAC GESTION LUXEMBOURG",NULL,NULL,https://www.linkedin.com/company/carmignac-gestion-luxembourg,"2021-03-24 13:31:00"
105,"Jupiter Asset Management","Jupiter Asset Management","Asset management - Unit Trusts
SICAVs
Investment Companies
Equity long only and long short - UCITS
and Institutional investment","501-1,000 employees",https://www.linkedin.com/company/jupiter-asset-management,"2021-03-24 13:31:00"
106,"Walter Scott & Partners Ltd","Walter Scott & Partners Ltd",NULL,NULL,https://www.linkedin.com/company/walter-scott-&-partners-ltd,"2021-03-24 13:32:00"
107,CapitaLand,CapitaLand,"Real Estate
Hospitality
and Financial Services","10,001+ employees",https://www.linkedin.com/company/capitaland-limited,"2021-03-24 13:33:00"
108,QIC,QIC,"Global Infrastructure
Global Real Estate
Private Equity
Global Multi-Asset
investment
Global Private Capital
investment management
Liquid Markets
and Private Markets","1,001-5,000 employees",https://www.linkedin.com/company/qic,"2021-03-24 13:37:00"
109,"Degroof Petercam","Degroof Petercam","Private Banking
Asset Management
Investment Banking
Corporate Finance
Integrated Wealth Management
Wealth Structuring
Philantropy
Credit & Insurance
Generational Transfer (Estate Planning)
Family Office Services
and Real Estate","1,001-5,000 employees",https://www.linkedin.com/company/degroofpetercam,"2021-03-24 13:38:00"
110,ACTIAM,ACTIAM,"Impact Investing
Investment Management
Sustainable Investment
Responsible Investment
and Fund Management (Fixed Income & Equities)","51-200 employees",https://www.linkedin.com/company/actiam,"2021-03-24 13:39:00"
111,"M.M.Warburg & CO","M.M.Warburg & CO",NULL,"501-1,000 employees",https://www.linkedin.com/company/mmwarburg,"2021-03-24 13:39:00"
112,"Record Currency Management","Record Currency Management","Specialist Currency Management Services","51-200 employees",https://www.linkedin.com/company/record-currency-management,"2021-03-24 13:40:00"
113,"Mondrian Investment Partners Limited","Mondrian Investment Partners Limited",NULL,"51-200 employees",https://www.linkedin.com/company/mondrian-investment-partners-limited,"2021-03-24 13:41:00"
114,"Cohen & Steers","Cohen & Steers","Real Estate
Real Assets
Preferred Securities
Listed Infrastructure
MLPs and Midstream Energy
and Natural Resource Equities","201-500 employees",https://www.linkedin.com/company/cohen-&-steers,"2021-03-24 13:42:00"
115,"LGT Capital Partners","LGT Capital Partners","Private Markets
Liquid Alternatives
Specialized Long-only Solutions
Multi-Asset Solutions
ESG
Sustainabilty
Private Equity
and Private Debt","501-1,000 employees",https://www.linkedin.com/company/lgt-capital-partners,"2021-03-24 13:43:00"
116,"Marathon Asset Management","Marathon Asset Management","Hedge fund
alternative asset manager
credit markets
fixed income market
corporate credit
structured credit
and real estate debt.","51-200 employees",https://www.linkedin.com/company/marathon-asset-management,"2021-03-24 13:43:00"
117,"CaixaBank Asset Management","CaixaBank Asset Management",NULL,"51-200 employees",https://www.linkedin.com/company/caixabankam,"2021-03-24 13:44:00"
118,ASR,ASR,NULL,NULL,https://www.linkedin.com/company/www.asr.nl,"2021-03-24 13:45:00"
119,"Brown Advisory","Brown Advisory","Investment Management
Strategic Advisory
Wealth Management
and Private Equity","501-1,000 employees",https://www.linkedin.com/company/brown-advisory,"2021-03-24 13:46:00"
120,"BlueBay Asset Management","BlueBay Asset Management","Financial Services
Fixed Income
Long Only
Alternatives
Asset Management
and Active Asset Management","201-500 employees",https://www.linkedin.com/company/bluebay-asset-management,"2021-03-24 13:46:00"
121,"Kames Capital","Kames Capital","Fixed income
Equities
Multi-asset
Property
Absolute return
Ethical
Sustainable
and ESG","1,001-5,000 employees",https://www.linkedin.com/company/kames-capital,"2021-03-24 13:47:00"
122,"Victory Capital","Victory Capital","Domestic Equity
International Equity
Fixed Income
and Mixed Asset Class","201-500 employees",https://www.linkedin.com/company/victory-capital-management,"2021-03-24 13:48:00"
123,"Connor, Clark & Lunn Financial Group (CC&L)","Connor, Clark & Lunn Financial Group (CC&L)","Representative clients: institutions
pension funds
mutual funds
foundations
private clients
and financial advisors. Multi-boutique investment strategies covering all major assets classes and styles - both Canadian and global.","201-500 employees",https://www.linkedin.com/company/connor-clark-&-lunn-financial-group,"2021-03-24 13:49:00"
124,"LaSalle Investment Management","LaSalle Investment Management","Real Estate Investment Management and Asset Management","501-1,000 employees",https://www.linkedin.com/company/lasalle-investment-management,"2021-03-24 13:50:00"
125,"Tokio Marine Asset Management Co., Ltd.","Tokio Marine Asset Management Co., Ltd.",NULL,NULL,https://www.linkedin.com/company/tokio-marine-asset-management-co.-ltd.,"2021-03-24 13:51:00"
126,"Baloise Asset Management AG","Baloise Asset Management AG",NULL,"51-200 employees",https://www.linkedin.com/company/baloise-asset-management-ag,"2021-03-24 13:51:00"
127,"Starwood Capital Group","Starwood Capital Group","Real Estate Private Equity
Debt Investing
Hotel Management
Multifamily Mangement
Retail Management
Loan Servicing
Energy Infrastructure
and Oil & Gas","1,001-5,000 employees",https://www.linkedin.com/company/starwood-capital-group,"2021-03-24 13:52:00"
128,"Brown Brothers Harriman","Brown Brothers Harriman","Private Banking
Investment Management
and Investor Services","5,001-10,000 employees",https://www.linkedin.com/company/brown-brothers-harriman,"2021-03-24 13:53:00"
129,"CPR Asset Management","CPR Asset Management","gestion d'actifs
investissement
Equity
Multi-Asset
ISR
Innovation
Thématiques
Disruption
Asset Management
artificial intelligence
digitization
Investment
market
silver age
AI
stage
traineeship
Job
Recruit talent
and Career","51-200 employees",https://www.linkedin.com/company/cpr-asset-management,"2021-03-24 13:54:00"
130,"Sumitomo Mitsui DS Asset Management (UK)","Sumitomo Mitsui DS Asset Management (UK)","Japanese Equities and Asia Pacific Equities","11-50 employees",https://www.linkedin.com/company/sumitomo-ds-asset-management-uk,"2021-03-24 13:56:00"
131,"W&W Investment Managers","W&W Investment Managers","Investment Management
Equities
Fund of Funds
Private Debt
FX
Investment Advisory
Technology
Fixed Income
Cash Management
Infrastructure Equity
Private Equity
Infrastructure Debt
FinTech
RegTech
and Funds","11-50 employees",https://www.linkedin.com/company/w-w-investment-managers-dac,"2021-03-24 13:56:00"
132,"PanAgora Asset Management","PanAgora Asset Management",NULL,"51-200 employees",https://www.linkedin.com/company/panagora-asset-management,"2021-03-24 13:57:00"
133,"PanAgora Asset Management","PanAgora Asset Management",NULL,"51-200 employees",https://www.linkedin.com/company/panagora-asset-management,"2021-03-24 13:58:00"
134,"Old Mutual Investment Group","Old Mutual Investment Group",NULL,"501-1,000 employees",https://www.linkedin.com/company/old-mutual-investment-group,"2021-03-24 13:58:00"
135,"Northill Capital LLP","Northill Capital LLP",NULL,"11-50 employees",https://www.linkedin.com/company/northill-capital-llp,"2021-03-24 14:00:00"
136,"Hamilton Lane","Hamilton Lane",NULL,"201-500 employees",https://www.linkedin.com/company/hamilton-lane,"2021-03-24 14:01:00"
137,"Hamilton Lane","Hamilton Lane",NULL,"201-500 employees",https://www.linkedin.com/company/hamilton-lane,"2021-03-24 14:01:00"
138,"Lombard Odier Investment Managers","Lombard Odier Investment Managers","Multi-Asset
Alternatives
Fixed Income
Convertibles
Equities
Impact Investing
and Sustainability","201-500 employees",https://www.linkedin.com/company/lombard-odier-investment-managers,"2021-03-24 14:03:00"
139,"GCM Grosvenor","GCM Grosvenor",NULL,"201-500 employees",https://www.linkedin.com/company/gcmgrosvenor,"2021-03-24 14:04:00"
140,"JOH BERENBERG GOSSLER & CO.KG","JOH BERENBERG GOSSLER & CO.KG",NULL,NULL,https://www.linkedin.com/company/joh-berenberg-gossler-&-co.kg,"2021-03-24 14:05:00"
141,"Coronation Fund Managers","Coronation Fund Managers",NULL,"201-500 employees",https://www.linkedin.com/company/coronation-fund-managers,"2021-03-24 14:06:00"
142,"Epoch Investment Partners, Inc.","Epoch Investment Partners, Inc.",NULL,"51-200 employees",https://www.linkedin.com/company/epochinvest,"2021-03-24 14:07:00"
143,"Thornburg Investment Management","Thornburg Investment Management","Investment Management
Mutual Funds
and Institutional Accounts","201-500 employees",https://www.linkedin.com/company/thornburg-investment-management,"2021-03-24 15:30:00"
144,"Tishman Speyer","Tishman Speyer","Real Estate Acquisition
Development
and Leasing and Property Management","1,001-5,000 employees",https://www.linkedin.com/company/tishman-speyer,"2021-03-24 15:31:00"
145,"Pathway Capital Management","Pathway Capital Management","Fund of Funds
Private Markets
Private Equity 
Investment Management
Institutional Investments
Investment Portfolios
Private Credit
Infrastructure
Coinvestments
and Secondaries","51-200 employees",https://www.linkedin.com/company/pathway-capital-management,"2021-03-24 15:32:00"
146,"PATRIZIA IMMOBILIEN KAPITALVERWALTUNGSGESELLSCHAFT MBH","PATRIZIA IMMOBILIEN KAPITALVERWALTUNGSGESELLSCHAFT MBH",NULL,NULL,https://www.linkedin.com/company/patrizia-immobilien-kapitalverwaltungsgesellschaft-mbh,"2021-03-24 15:33:00"
147,"Clarion Partners LLC","Clarion Partners LLC","Commercial Real Estate Investment","201-500 employees",https://www.linkedin.com/company/clarion-partners-llc,"2021-03-24 15:34:00"
148,"The Boston Company Asset Management","The Boston Company Asset Management",NULL,"501-1,000 employees",https://www.linkedin.com/company/the-boston-company,"2021-03-24 15:35:00"
149,Quilvest,Quilvest,NULL,"51-200 employees",https://www.linkedin.com/company/quilvest,"2021-03-24 15:36:00"
150,"SECOR Asset Management","SECOR Asset Management","Derivative Overlay Management
Risk Mitigation Strategies
Investment Solutions
Liability Driven Investing
Tail Risk Hedging
Systematic Macro Strategy
and Defensive Equity Strategy","11-50 employees",https://www.linkedin.com/company/secor-asset-management,"2021-03-24 15:37:00"
151,"J O Hambro Capital Management","J O Hambro Capital Management","Equities and Multi-asset","51-200 employees",https://www.linkedin.com/company/j-o-hambro-capital-management,"2021-03-24 15:38:00"
152,"Harding Loevner LP","Harding Loevner LP",NULL,"51-200 employees",https://www.linkedin.com/company/harding-loevner-lp,"2021-03-24 15:39:00"
153,"Colchester Global Investors Limited","Colchester Global Investors Limited","Global Sovereign Bonds","51-200 employees",https://www.linkedin.com/company/colchester-global-investors-limited,"2021-03-24 15:40:00"
154,Universal-Investment,Universal-Investment,"Asset Management
Master KVG
Fondsauflage
Private Label Fonds
Reporting
Insourcing
ManCo
UCITS
AIF
Portfoliomanagement
Institutional Investors
Real Assets
Immobilienfonds
Fund Administration
Real Estate
Alternative Investments
ESG
and Overlay Management","501-1,000 employees",https://www.linkedin.com/company/universal-investment,"2021-03-24 15:40:00"
155,"Raiffeisen Capital Management","Raiffeisen Capital Management","Sustainability
Fixed Income
Equities
Multi Asset
Investment Funds
and Active Management","201-500 employees",https://www.linkedin.com/company/raiffeisen-capital-management,"2021-03-24 15:41:00"
156,Pantheon,Pantheon,"Web Site Design - Managed Hosting
Platform Integration
Assn Mgmt - Client Mgmt - Learning Mgmt Systems
","51-200 employees",https://www.linkedin.com/company/-pantheon-,"2021-03-24 15:42:00"
157,Heitman,Heitman,NULL,"201-500 employees",https://www.linkedin.com/company/heitman,"2021-03-24 15:43:00"
158,"Hermes Investments","Hermes Investments","Investments
Start-up mentoring
and Business Angels","2-10 employees",https://www.linkedin.com/company/hermes-investments,"2021-03-24 16:02:00"
159,"Irish Life Investment Managers","Irish Life Investment Managers","Asset Management","51-200 employees",https://www.linkedin.com/company/irish-life-investment-managers,"2021-03-24 16:04:00"
160,"Hauck & Aufhäuser","Hauck & Aufhäuser","Asset Servicing
Financial Markets
Vermögensmanagement
Asset Management
Private Banking
Fund Administration
","501-1,000 employees",https://www.linkedin.com/company/hauck-&-aufhaeuser,"2021-03-24 16:05:00"
161,BlackRock,BlackRock,"Financial Services","10,001+ employees",https://www.linkedin.com/company/blackrock,"2021-03-19 21:40:26"
162,"VANGUARD ASSET MANAGEMENT, LTD.","VANGUARD ASSET MANAGEMENT, LTD.","Retirement
Investments
Online trading
Asset management",NULL,https://www.linkedin.com/company/vanguard-asset-management-ltd-,"2021-03-20 17:08:39"
163,"State Street Global Advisors","State Street Global Advisors",NULL,"1,001-5,000 employees",https://www.linkedin.com/company/state-street-global-advisors,"2021-03-20 17:14:50"
164,"Fidelity Investments","Fidelity Investments","Retirement
Investments
Online trading
Asset management
IRA
401k
Mutual funds
Stocks
ETF
Bonds
Brokerage
Cash management
HSA
529 plans
Annuities
Life insurance
Benefits consulting
Stock plan services
Investing
and Business news","10,001+ employees",https://www.linkedin.com/company/fidelity-investments,"2021-03-20 17:21:28"
165,"BNY Mellon Investment Management","BNY Mellon Investment Management",NULL,NULL,https://www.linkedin.com/showcase/bny-mellon-investment-management-global,"2021-03-20 17:23:59"
166,"J.P. Morgan Asset Management","J.P. Morgan Asset Management",NULL,"10,001+ employees",https://www.linkedin.com/company/jpmorganassetmanagement,"2021-03-20 17:27:19"
167,PIMCO,PIMCO,NULL,"1,001-5,000 employees",https://www.linkedin.com/company/pimco,"2021-03-20 17:28:26"
168,Amundi,Amundi,"Asset Management and Gestion d'actifs","1,001-5,000 employees",https://www.linkedin.com/company/amundi-,"2021-03-20 17:29:56"
169,"Prudential Financial","Prudential Financial","Financial Services
Investment Management
Life Insurance
Retirement Benefits
Group Benefits
Annuities
Mutual Funds
Technology
Financial Wellness
Inclusive Culture
and Purpose Driven Organization","10,001+ employees",https://www.linkedin.com/company/prudential-financial,"2021-03-20 17:31:15"
170,"Legal & General Investment Management (LGIM)","Legal & General Investment Management (LGIM)",NULL,"1,001-5,000 employees",https://www.linkedin.com/company/legal-&-general-investment-management,"2021-03-20 17:32:31"
171,"Goldman Sachs Asset Management","Goldman Sachs Asset Management",NULL,NULL,https://www.linkedin.com/showcase/goldman-sachs-assetmanagement,"2021-03-20 17:33:42"
172,"Wellington Management","Wellington Management","Investment Management
Insurance Asset Management
Defined Contribution Investments
Financial Reserves Management
ESG Integration
Liability-Driven Investing
Multi-Manager Solutions
Family Office Investing
and Sustainable Investing","1,001-5,000 employees",https://www.linkedin.com/company/wellington-management,"2021-03-20 17:34:56"
173,"Natixis Investment Managers","Natixis Investment Managers","Investment Management
Investment Strategy
Portfolio Construction
Active Management
Risk Management
Fixed Income
Equities
Alternatives
Retirement
Private Wealth
and Financial Services","201-500 employees",https://www.linkedin.com/company/natixis-investment-managers,"2021-03-20 17:36:33"
174,"T. Rowe Price","T. Rowe Price","Asset Management
Mutual Funds
Subadvisory Services
Retirement Plans
Separate Accounts
IRAs
Retirement Planning
and College Planning","5,001-10,000 employees",https://www.linkedin.com/company/t--rowe-price,"2021-03-20 17:38:10"
175,Nuveen,Nuveen,"Investment Management
Closed-End Funds
Mutual Funds
Managed Accounts
Municipal Bonds
Equities
Alternatives
Global Real Assets
Alternative Investments
Taxable Fixed Income
Responsible Investments
Real Assets
and Asset Management","1,001-5,000 employees",https://www.linkedin.com/company/nuveen,"2021-03-20 17:39:23"
176,"Northern Trust Wealth Management","Northern Trust Wealth Management","Investment Management
Trust and Estate Services
Philanthropic Services
Specialized Advisory Services
Family Office Solutions
and Private and Business Banking","10,001+ employees",https://www.linkedin.com/company/northern-trust-wealth-management,"2021-03-20 17:40:42"
177,"Invesco US","Invesco US","asset management
UITs
closed-end mutual funds
DC/DB
actively managed open-end mutual funds
ETFs
variable insurance funds
separate accounts (individual and institutional)
collective trusts
private placements
and subadvised accounts","5,001-10,000 employees",https://www.linkedin.com/company/invesco-us,"2021-03-20 17:41:57"
178,"AXA Investment Managers","AXA Investment Managers","Investment management
Asset management
and Local and global investment solutions","1,001-5,000 employees",https://www.linkedin.com/company/axa-investment-managers,"2021-03-20 17:43:12"
179,"DWS Group","DWS Group","Mutual Funds
Investments
and Asset Management","1,001-5,000 employees",https://www.linkedin.com/company/dwsgroup,"2021-03-20 17:44:48"
180,"Affiliated Managers Group","Affiliated Managers Group",NULL,"1,001-5,000 employees",https://www.linkedin.com/company/affiliated-managers-group,"2021-03-20 17:46:26"
181,"UBS Asset Management","UBS Asset Management",NULL,NULL,https://www.linkedin.com/showcase/ubs-asset-management/,"2021-03-20 17:47:39"
182,"Insight Investment","Insight Investment","Investment
Asset Management
Liability driven investment
Fixed Income
Absolute return
Risk Management
and Multi-asset investing","501-1,000 employees",https://www.linkedin.com/company/insight-investment,"2021-03-20 17:48:50"
183,"Sumitomo Mitsui Trust Bank","Sumitomo Mitsui Trust Bank",NULL,"10,001+ employees",https://www.linkedin.com/company/sumitomo-trust,"2021-03-20 17:50:46"
184,"Aberdeen Standard Investments","Aberdeen Standard Investments","equities
fixed income
property
and alternatives","5,001-10,000 employees",https://www.linkedin.com/company/aberdeen-standard-investments,"2021-03-20 17:52:03"
185,"Legg Mason (Acquired by Franklin Templeton)","Legg Mason (Acquired by Franklin Templeton)",NULL,"1,001-5,000 employees",https://www.linkedin.com/company/leggmason,"2021-03-20 17:53:19"
186,"Franklin Templeton","Franklin Templeton","By bringing together multiple
specialized investment teams in a single firm
we are able to offer investment expertise across styles and asset classes
all supported by the strength and resources of one of the worldâ€™s largest asset managers.","5,001-10,000 employees",https://www.linkedin.com/company/franklin-templeton,"2021-03-20 17:54:43"
187,"BNP Paribas Asset Management","BNP Paribas Asset Management","Asset Management
Funds
and Investment","1,001-5,000 employees",https://www.linkedin.com/company/bnp-paribas-asset-management,"2021-03-20 17:56:07"
188,MUFG,MUFG,NULL,NULL,https://www.linkedin.com/company/mufg?trk=public_profile_topcard-current-company,"2021-03-20 17:59:19"
189,"Allianz Global Investors","Allianz Global Investors","Active Asset Management","1,001-5,000 employees",https://www.linkedin.com/company/allianz-global-investors,"2021-03-20 18:00:25"
190,"MetLife Investment Management","MetLife Investment Management","Investment Management","501-1,000 employees",https://www.linkedin.com/company/metlife-investment-management,"2021-03-20 18:15:23"
191,"Dimensional Fund Advisors","Dimensional Fund Advisors",NULL,"1,001-5,000 employees",https://www.linkedin.com/company/dimensional-fund-advisors,"2021-03-20 18:16:32"
192,Schroders,Schroders,"Asset Management and Wealth Management","5,001-10,000 employees",https://www.linkedin.com/company/schroders,"2021-03-20 18:17:54"
193,"Mellon Capital","Mellon Capital",NULL,"501-1,000 employees",https://www.linkedin.com/company/mellon-capital-management,"2021-03-20 18:19:51"
